Brochure_Path,MCB_Type,Model_Number,Certifications,Image_Download_Status,Operating_Temperature,Product_Life,Brochure_Download_Status,Abrasion_Resistance,Trip_Curve,Application,Number_of_Blades,Poles,Copper_Grade,Sweep_Size,Air_Delivery,Motor_Winding,Specifications,Product_Type,IP_Rating,Product_Series,Moisture_Resistance,Price,Wattage,Brand,Color,Standards,Heat_Resistance,Blade_Material,Fire_Safety,Body_Material,Name,Voltage,Conductor_Type,Short_Description,Benefits,Full_Description,Image_Path,Insulation_Type,Type,Current_Carrying_Capacity,Power_Consumption,Size_Sq_MM,Amperage,Eco_Certifications,Contact_Material,RPM,Breaking_Capacity,Module,Mounting_Type,Voltage_Rating,Sensitivity,BEE_Rating,Product_URL,Technology,GenCurrentRating,Warranty,Key_Features,Length
https://neptuneindia.com/wp-content/uploads/files/1145_ip_67_surface_mounting_3_pole.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Details
NEPTUNE
BALS No
1145
EAN/pcs
4024941011457
Amperage
32A
Poles
3P (2P+PE)
Earth ‘Clock’ Position
6h
Voltage
200 upto 250V
Frequency
50 and 60Hz
Protection
IP67
Surface Mounting Socket Outlet",Industrial Plug & Sockets(140) > Surface Mounting(13),,,,,,Neptune India,,,,,,,Socket Outlet (IP-67): 32 Amp 3 Pin,,,Surface Mounting Socket Outlet IP67,,,https://www.neptuneindia.com/wp-content/uploads/ip_67_surface_mounting.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-1145/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_1157_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Details
NEPTUNE
BALS No
1157
EAN/pcs
4024941011570
Amperage
63A
Poles
3P (2P+PE)
Earth ‘Clock’ Position
6h
Voltage
200 upto 250V
Frequency
50 and 60Hz
Protection
IP67
Surface Mounting Socket Outlet",Industrial Plug & Sockets(140) > Surface Mounting(13),,,,,,Neptune India,,,,,,,Socket Outlet (IP-67): 63 Amp 3 Pin,,,Surface Mounting Socket Outlet IP67,,,https://www.neptuneindia.com/wp-content/uploads/1157.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-1157/,,,,,
https://www.neptuneindia.com,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Details
NEPTUNE
BALS No
11427
EAN/pcs
4024941001113
Amperage
125A
Poles
3P (2P+PE)
Earth ‘Clock’ Position
6h
Voltage
200 upto 250V
Frequency
50 and 60Hz
Protection
IP67
Surface Mounting Socket Outlet",Industrial Plug & Sockets(140) > Surface Mounting(13),,,,,,Neptune India,,,,,,,Socket Outlet (IP-67): 125 Amp 3 Pin,,,Surface Mounting Socket Outlet IP67,,,https://www.neptuneindia.com/wp-content/uploads/ip_67_surface_mounting.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-11427/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16622_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16622
EAN/pcs
4024941166225
Amperage
125A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
Quick-Connect
Connection design
screw terminal as box terminal with Kontex-contact
Cable entry
top entry M40 bottom entry M50/M40
Max. conductor
70.0 mm²
Packaging
460×180 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 5 Pin, 125Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 125 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16622.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16622/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16602_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16602
EAN/pcs
4024941166027
Amperage
63A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
Quick-Connect
Connection design
screw terminal as box terminal with Kontex-contact
Cable entry
top entry M40 bottom entry M40/M32
Max. conductor
25.0 mm²
Packaging
260×160 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 5 Pin, 63Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 63 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo160177-1.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16602/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16621_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16621
EAN/pcs
4024941166041
Amperage
32A
Poles
4p (3P+PE)
Earth ‘Clock’ Position
6 h
Voltage
380 up to 415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
screw terminal
Connection design
screw terminal as box terminal with Kontex-contact
Cable entry
top entry M40 bottom entry M50/M40
Max. conductor
70.0 mm²
Packaging
460×180 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 4 Pin, 125Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 125A Amp 4 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16621.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16621/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16604_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16604
EAN/pcs
4024941166041
Amperage
32A
Poles
4p (3P+PE)
Earth ‘Clock’ Position
6 h
Voltage
380 up to 415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
screw terminal
Connection design
screw terminal as box terminal with Kontex-contact
Cable entry
top entry M40 bottom entry M40/M32
Max. conductor
25.0 mm²
Packaging
260×160 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 4 Pin, 63Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 63 Amp 4 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo160177.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16604/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16605_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16605
EAN/pcs
4024941166058
Amperage
63A
Poles
4p (3P+PE)
Earth ‘Clock’ Position
6 h
Voltage
380 up to 415V
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screw terminal as box terminal with Kontex-contact
Cable entry
top entry M40 bottom entry M40/M32
Max. conductor
25.0 mm²
Packaging
260×160 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 4 Pin, 63Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 63 Amp 4 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo1611.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16605/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16603_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16603
EAN/pcs
4024941166034
Amperage
63A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M40 bottom entry M40/M32
Max. conductor
25.0 mm²
Packaging
260×160 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 5 Pin, 63Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 63 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16603.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16603/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16043_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16043
EAN/pcs
4024941160438
Amperage
32A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M25/M25 bottom entry M25
Max. conductor
10.0 mm²
Packaging
225×118 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 5 Pin, 32Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 32 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16043.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16043/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16097_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16097
EAN/pcs
4024941160971
Amperage
32A
Poles
3p (2P+PE)
Earth ‘Clock’ Position
6 h
Voltage
3p (2P+PE)
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M25/M25 bottom entry M25
Max. conductor
10.0 mm²
Packaging
225 x 118 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 3 Pin, 32Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 32 Amp 3 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16097.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16097/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_160177_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
160177
EAN/pcs
4024941069328
Amperage
32A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M25/M25 bottom entry M25
Max. conductor
10.0 mm²
Packaging
225×118 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 5 Pin, 32Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 32 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo160177-1.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-160177/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_160178_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
160178
EAN/pcs
4024941069656
Amperage
32A
Poles
4p (3P+PE)
Earth ‘Clock’ Position
6 h
Voltage
380 up to 415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M25/M25 bottom entry M25
Max. conductor
10.0 mm²
Packaging
225×118 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 4 Pin, 32Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 32 Amp 4 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo160177.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-160178/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_16104_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
16104
EAN/pcs
4024941161046
Amperage
32A
Poles
3p (2P+PE)
Earth ‘Clock’ Position
6 h
Voltage
3p (2P+PE)
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M25/M25 bottom entry M25
Max. conductor
10.0 mm²
Packaging
225×118 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP67, 3 Pin, 32Amp",,,Surface Mounting Switched Socket Interlocked Water Tight IP-67: 32 Amp 3 Pin,,,https://www.neptuneindia.com/wp-content/uploads/16104_sitched_socked_interlocked_ip_67_3_pin.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-16104/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_1619_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
1619
EAN/pcs
4024941016193
Amperage
16A
Poles
3p (2P+PE)
Earth ‘Clock’ Position
6 h
Voltage
3p (2P+PE)
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M20 bottom entry M25/20
Max. conductor
4.0 mm²
Packaging
170×90 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 3 Pin, 16Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 16/20 Amp 3 Pin,,,https://www.neptuneindia.com/wp-content/uploads/1619_sitched_socket_interlocked_ip_44_3_pin.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-1619/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_1611_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
1611
EAN/pcs
4024941016117
Amperage
16A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M20 bottom entry M25/20
Max. conductor
4.0 mm²
Packaging
170×90 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 5 Pin, 16Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 16/20 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/1611_Sitched_socked_interlocked_ip_44_5_pin.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-1611/,,,,,
https://neptuneindia.com/wp-content/uploads/files/db_1610_en.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
1610
EAN/pcs
4024941016100
Amperage
16A
Poles
4p (3P+PE)
Earth ‘Clock’ Position
6 h
Voltage
380 up to 415V
Frequency
50 and 60Hz
Protection
IP44
Full Description
Membership
Quick-Connect
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
top entry M20 bottom entry M25/20
Max. conductor
4.0 mm²
Packaging
170×90 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with Interlocking(14),,,,,,Neptune India,,,,,,,"Surface Mounting Switched Socket, Interlocked IP44, 4 Pin, 16Amp",,,Surface Mounting Switched Socket Interlocked IP-44: 16/20 Amp 4 Pin,,,https://www.neptuneindia.com/wp-content/uploads/fo1611.jpeg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/article-no-1610/,,,,,
https://neptuneindia.com/wp-content/uploads/DB-17178-en-2-2-1_4-1.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
17178
EAN/pcs
4024941171786
Amperage
16A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
screw terminal
Connection design
Screwless spring clamp technology as cage clamp with Kontex contact
Cable entry
1xM32/M25 above, 1xM32/M25 below
Max. conductor
4.0 sq mm
Packaging
460×180 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with MCB(20),,,,,,Neptune India,,,,,,,"Wall Mounting Socket Outlet Switched Off, Interlocked – IP67 5Pin With MCB",,,Surface Mounting Socket Outlet with MCB provision IP-67: 16 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/22-2.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/wall-socket-can-be-switched-off-locked-secured/,,,,,
https://neptuneindia.com/wp-content/uploads/NEPTUNE-PART-NO._17388-2_1_2.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
17388
EAN/pcs
4024941173889
Amperage
16A
Poles
5p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200/346 up to 240/415V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
screw terminal
Connection design
Screwless spring clamp technology as cage clamp with Kontex contact
Cable entry
1xM32/M25 above, 1xM32/M25 below
Max. conductor
4.0 sq mm
Packaging
460×180 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with MCB(20),,,,,,Neptune India,,,,,,,"Wall Mounting socket Outlet, Switched, Interlocked and Fused",,,Surface Mounting Socket Outlet with MCB provision IP-67: 16 Amp 5 Pin,,,https://www.neptuneindia.com/wp-content/uploads/22-2.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/wall-mounting-socket-outlet-switched-interlocked-and-fused-17388/,,,,,
https://neptuneindia.com/wp-content/uploads/NEPTUNE-BALS-PART_17387-2-1.pdf,,,,Downloaded,,,Downloaded,,,,,,,,,,"Description
#
Detail
NEPTUNE BALS No
17387
EAN/pcs
4024941173872
Amperage
16A
Poles
3p (3p+N+PE)
Earth ‘Clock’ Position
6 h
Voltage
200 up to 250V
Frequency
50 and 60Hz
Protection
IP67
Full Description
Membership
screw terminal
Connection design
screwless spring terminals as cage clamp with Kontext-contact
Cable entry
1xM25/20 top, 1xM25/20 bottom
Max. conductor
4,0 qmm
Packaging
365×134 mm (HxW)",Industrial Plug & Sockets(140) > Surface Mounting with MCB(20),,,,,,Neptune India,,,,,,,"Wall Mounting socket Outlet, Switched, Interlocked and Fused",,,Surface Mounting Socket Outlet with MCB provision IP-67: 16 Amp 3 Pin,,,https://www.neptuneindia.com/wp-content/uploads/22-2.jpg,,,,,,,,,,,,,,,,https://www.neptuneindia.com/product/wall-mounting-socket-outlet-switched-interlocked-and-fused-17387/,,,,,
